index,text,label_text,label_code
756,RT My new video for Sun Media: The only things that cut greenhouse gas emissions are global recessions not UN treaties & why it doesn't matter how high carbon taxes go in Canada as long as China burns more coal for energy than the rest of the world combined ,Slightly agree with climate change,1
757,There is nothing like climate change. These woke people want to be God so bad.,Neutral to climate change,0
758,"Tuesday nights' report of a few dead and missing in Petropolis, Brazil, has transformed into over 100 dead, hundreds displaced and dozens of people still missing, in what is now being called the worst climate change related disaster in its history. My report for ",Strongly agree with climate change,2
759,Future generations will not be kind to those in govt and opposition with green spin& policy tweaks but ultimately disregard protection/conservation of the precious biodiversity we have. We need to treat the biodiversity crisis w/same urgency as climate crisis. ,Strongly agree with climate change,2
760,"""Try to mitigate""? The warming isn't going to simply stop at 2 degrees. We're in a climate emergency.",Strongly agree with climate change,2
761,I love it when people who don't understand how climate change effects weather attempt to pontificate on the subject. ,Strongly agree with climate change,2
762,White supremacy is a global climate emergency as well. #AbolishWhiteness ,Strongly agree with climate change,2
763,Finally something that I & Global Warming nuts agree with ,Slightly disagree with climate change,-1
764,This is their plan going forwardattach wokeness to CRT and climate change and vaccines. The list goes on. DEMS need to step the F up and figure out how to message this. It's the economy and culture war going forward for 2022 and 2024.,Neutral to climate change,0
765,"They're was a time when farmers were dependent on trains; it was the time of the robber-barons. Screw transportation dependence. Global Climate change being due to humanity is a lie, but even if it wasn't, better to be free to the end than a slave because ""muh environment""",Slightly disagree with climate change,-1
766,RT Conservatives also argue that climate change doesn't exist. They say a lot of obviously wrong things that journalists could verify in 5 minutes. ,Strongly agree with climate change,2
767,"""Batteries should be used where possible. Where neither direct electricity or batteries will do, for shipping, long-haul transport and heavy industries such as steel making, we need to use green hydrogen."" ",Slightly agree with climate change,1
768,Disastrous for climate change. Lol. What the hell. There are no words !,Neutral to climate change,0
769,#CleanEnergy is the Future! Cuts our dependence on fossil fuels  Environment - WIN ! Brings us closer to energy independence  National Security - WIN ! Creates 1000s of good jobs Economy - WIN ! No More Time for Climate Skeptics! for #FL8 ,Strongly agree with climate change,2
770,Climate scientists warn global heating means Australia facing more catastrophic storms and floods ,Strongly agree with climate change,2
771,Why did the news suppress the fact the Biden EPA refused to increase Texas' allowable consumption of fossil fuels to prepare for this storm? Biden let people die & destroyed homes & lives. ERCOT & local leaders could have done better but we were denied fuel!!! ,irrelevant or no opinion on climate change,99
772,"I don't like posting anything negative because the news does a great job at that but this world is in shambles, witnessing a war right after a pandemic & climate change is truly some wild shit.",Slightly agree with climate change,1
773,why rush our destruction with world war when extinction is already on the job,irrelevant or no opinion on climate change,99
774,"Increasingly, experts warn that if states want to slash planet-warming emissions from cars and trucks, it won't be enough to sell more electric vehicles. They'll also have to encourage people to drive less. ",Neutral to climate change,0
775,"Throw it on the trash heap of all things Democrats lie about. Russia hoax, no crisis at the border, climate change, parents are terrorists, the vaccine works, systemic racism. All shit.",Slightly disagree with climate change,-1
776,"Every day that passes without major action on climate, the world grows dangerously closer to irreversible tipping points. We cannot afford to wait. ",Strongly agree with climate change,2
777,"Sounds non-jewish.... Aussie jewish said they aint coming they just give you some people to carry.... They be carrying the flurona virus also called cloronah.... They get thi special treatment as well as ""The Nations"" all them what you call it climate change hit israhwelhi...",Neutral to climate change,0
778," #stopsprawl is critical to preserving farmland for food security and gives us a fighting to chance to mitigate worsening flood risks due to climate change. Learn more on Tuesday, sign up today!!   ",Slightly agree with climate change,1
779,"Holy crap, Mayor Wu is literally divesting the city of Boston from fossil fuels. This is SO FREAKING MAJOR #WeloveWu ",Strongly agree with climate change,2
780,"What is man without the beasts? If all the beasts were gone, man would die from a great loneliness of #Spirit. For whatever happens to the beasts soon happens to man... Chief Seattle #globalwarming #Extinction #wildlife #Nature #biodiversity #environment #EcosystemRestoration ",Slightly agree with climate change,1
781,Had the pleasure of speaking with - fmr Enviro/Climate & Infrastructure Min - for #IWD2022 about championing women on the frontlines of the climate crisis through & Climate and Nature Solutions ,Slightly agree with climate change,1
